f1ffe5918944e2d3f82ec9a6a5b4bf372698fa3f,ACCUMULO-4436,ACCUMULO-4436 Make sure that all processes get tagged for cleanup that are executed via MAC
8a3cc4f04c61847a7dcc9abd24a83c072a35b00f,ACCUMULO-4428,ACCUMULO-4428 Stabilize the new GarbageCollectorIT
9edda3215974d7ee284ecfa08b69fcd1ef686d19,ACCUMULO-4428,ACCUMULO-4428 Fix state of GC firstSeenDead map
602799787470c9d2d8524242889ea59f12e50581,ACCUMULO-4425,ACCUMULO-4425 Fix VolumeIT.testDirtyReplaceVolumes
2be85ade34c413cc32db838e6125e582b829ef03,ACCUMULO-4421,ACCUMULO-4421 Ensure that TraceServer launches the Kerberos ticket renewal thread
d66a8d08627e98e9bbdd2bd0b1ab4f4658a84d9f,ACCUMULO-4421,ACCUMULO-4421 Check if the Trace User is expected to use Kerberos before attempting to login to Kerberos as the trace user.
40d5a722b3346f96ed6f982724513e0f3fa8c87f,ACCUMULO-4414,ACCUMULO-4414 Decrease log level on vestigal debug information
679a1c3eb9013d8bb0640a617392f921f096b158,ACCUMULO-4422,ACCUMULO-4422 Initialize logging as first step in server initialization.
82f173496b2d71b9cc586b4870169ca64f89cdd6,ACCUMULO-4163,ACCUMULO-4163: change exception handling
8b24701740224e114a833bfb08f10ad2708b9cf6,ACCUMULO-2971,ACCUMULO-2971 Fix missing final keyword
a0c74ee915798c709c0a559732bed3cfcb6d0f39,ACCUMULO-2971,ACCUMULO-2971: multiple improvements for ChangeSecret tool
a226233d7eb0287f8c5b61e1727d73fc13f85be1,ACCUMULO-4412,ACCUMULO-4412 Check proxy process when client fails to connect
1e087bad3681e0f1fc9d7d35a6ed753a0435a181,ACCUMULO-4405,ACCUMULO-4405 Prevent ThriftScanner from waiting Long.MAX_VALUE millis
09c38326f6f4732afad0c0779b1fc0e242bf4ce3,ACCUMULO-4403,ACCUMULO-4403 Use FQDN and all hostname aliases
cda493bd5636cd7523f4e0168f1174431a837007,ACCUMULO-4401,ACCUMULO-4401 Restore original conditional to avoid infinite loop
9bd3306f03fbd6b910e54df4e8e4834e2ee89a81,ACCUMULO-4399,ACCUMULO-4399 Escape OUTPUT_DIR target in Makefile
fc9bd0719518e7822f84472e495e1ef96f58d836,ACCUMULO-4399,ACCUMULO-4399 Handle files w/ spaces in Makefile
3fded56a1793839364ddb9ce8be937e03669ece3,ACCUMULO-4362,ACCUMULO-4362 Fix TabletStateChangeIteratorIT
10da04b55d1c078e3e0a6f092d85a86c825ec609,ACCUMULO-4397,ACCUMULO-4397 Fix FastBulkImporIT timeout
